Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
160,Alejandro Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
161,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,3,0,0,24,12,6,15,1,4,0,0,0,34,10,36,21.7,Matches
162,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,6,0,0,31,38,0,5,32,23,0,0,0,326,29,23,55.8,Matches
163,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,21,1997,12.1,0,2,0,16,18,6,48,6,4,0,0,0,89,11,14,44.0,Matches
164,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,0,0,0,2,0,0,0,2,0,0,1,0,22,6,1,85.7,Matches
165,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,3,1,0,8,5,1,0,16,19,0,0,0,88,38,15,71.7,Matches
166,Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,0,0,0,1,4,0,12,2,6,0,0,0,29,6,6,50.0,Matches
167,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
168,Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,4,1,0,34,58,0,14,28,49,0,0,0,192,25,15,62.5,Matches
169,Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,1,0,0,8,7,0,2,4,4,0,0,1,56,3,2,60.0,Matches
170,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1.0,1,0,0,1,0,0,0,0,3,0,0,0,5,0,1,0.0,Matches
171,Ridle Baku,de GER,"DF,MF",Mainz 05,de Bundesliga,21,1998,26.1,5,1,0,33,41,2,68,36,35,0,0,0,285,23,37,38.3,Matches
172,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,2,0,0,6,2,0,1,15,11,0,0,0,142,46,28,62.2,Matches
173,Keita Baldé,sn SEN,"FW,MF",Monaco,fr Ligue 1,24,1995,9.5,4,0,0,12,15,5,14,3,8,1,0,0,46,27,34,44.3,Matches
174,George Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38.0,7,0,0,47,44,11,96,30,45,1,0,0,304,37,55,40.2,Matches
175,Gareth Bale,wal WAL,"FW,MF",Real Madrid,es La Liga,30,1989,12.1,4,1,1,16,10,5,51,4,7,0,0,0,42,22,12,64.7,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
176,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,1,0,0,6,3,0,6,4,5,0,0,0,64,11,2,84.6,Matches
177,Leonardo Balerdi,ar ARG,"DF,MF",Dortmund,de Bundesliga,20,1999,1.5,1,0,0,1,0,0,0,5,1,0,0,0,18,1,3,25.0,Matches
178,Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
179,Fodé Ballo-Touré,fr FRA,DF,Monaco,fr Ligue 1,22,1997,18.7,4,0,0,17,22,4,51,22,24,0,1,1,134,17,9,65.4,Matches
180,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,1,0,0,4,7,0,3,2,9,0,0,0,56,1,4,20.0,Matches
181,Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,6,1,0,32,51,7,12,5,2,0,0,0,64,36,32,52.9,Matches
182,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,2,0,0,4,2,0,13,2,6,0,0,0,45,5,5,50.0,Matches
183,Jonathan Bamba,fr FRA,"FW,MF",Lille,fr Ligue 1,23,1996,21.5,1,0,0,15,45,5,22,14,10,2,0,0,178,8,13,38.1,Matches
184,Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,10,0,0,31,57,2,46,14,30,0,0,0,256,15,20,42.9,Matches
185,Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,13,1,1,44,35,1,4,28,33,0,1,0,233,102,65,61.1,Matches
186,Antonín Barák,cz CZE,MF,Udinese,it Serie A,24,1994,2.2,1,0,0,9,4,0,2,0,1,0,0,0,23,3,0,100.0,Matches
187,Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,15.2,0,0,0,12,9,2,17,3,18,0,0,0,115,18,28,39.1,Matches
188,Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5.0,3,0,0,8,5,0,5,5,8,0,0,0,31,7,2,77.8,Matches
189,Danilo Barbosa,br BRA,"DF,MF",Nice,fr Ligue 1,23,1996,12.5,4,0,0,16,21,0,3,9,15,0,0,0,97,14,16,46.7,Matches
190,Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.5,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,100.0,Matches
191,Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,23.5,5,0,0,46,45,4,24,15,27,1,0,0,156,3,30,9.1,Matches
192,Phil Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21.0,6,0,0,36,14,0,20,15,33,0,0,0,197,33,26,55.9,Matches
193,Nicolò Barella,it ITA,MF,Inter,it Serie A,22,1997,22.4,11,0,0,39,37,2,29,15,31,1,0,0,238,25,15,62.5,Matches
194,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,6.5,3,1,1,15,10,0,1,10,11,0,0,0,78,14,8,63.6,Matches
195,Antonino Barillà,it ITA,MF,Parma,it Serie A,31,1988,18.8,6,0,0,38,22,3,12,8,33,0,0,0,110,16,17,48.5,Matches
196,Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,22,1997,3.5,0,0,0,5,4,0,8,0,1,0,0,0,26,5,8,38.5,Matches
197,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,12.3,0,0,0,9,15,0,9,6,11,0,0,0,97,10,15,40.0,Matches
198,Aymen Barkok,de GER,"FW,MF",Düsseldorf,de Bundesliga,21,1998,0.9,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,50.0,Matches
199,Ashley Barnes,at AUT,FW,Burnley,eng Premier League,29,1989,15.0,4,0,0,35,40,13,1,5,4,1,0,0,65,42,86,32.8,Matches
200,Harvey Barnes,eng ENG,"MF,FW",Leicester City,eng Premier League,21,1997,23.1,0,0,0,21,29,4,37,6,12,1,0,0,118,25,39,39.1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
201,Antonio Barragán,es ESP,DF,Betis,es La Liga,32,1987,7.1,3,0,0,9,13,1,37,5,1,0,1,0,48,9,3,75.0,Matches
202,Antonio Barreca,it ITA,"DF,MF",Genoa,it Serie A,24,1995,12.2,0,0,0,13,4,3,54,3,3,0,0,0,55,9,15,37.5,Matches
203,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,10.4,4,0,0,26,23,0,2,8,25,0,0,0,131,16,29,35.6,Matches
204,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,17,2001,4.9,1,0,0,14,5,1,18,0,6,0,1,0,32,7,8,46.7,Matches
205,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,1.0,0,0,0,1,2,0,0,0,2,0,0,0,5,0,1,0.0,Matches
206,Musa Barrow,gm GAM,FW,Bologna,it Serie A,20,1998,15.0,1,0,0,22,12,2,27,10,9,0,0,0,88,11,18,37.9,Matches
207,Musa Barrow,gm GAM,"FW,MF",Atalanta,it Serie A,20,1998,2.1,0,0,0,4,7,1,1,0,1,0,0,0,13,4,11,26.7,Matches
208,Fin Bartels,de GER,"FW,MF",Werder Bremen,de Bundesliga,32,1987,3.8,2,0,0,8,0,1,8,2,4,0,0,0,30,4,7,36.4,Matches
209,Marc Bartra,es ESP,"DF,MF",Betis,es La Liga,28,1991,28.0,8,0,0,34,27,1,2,25,37,0,3,0,303,111,57,66.1,Matches
210,Daniele Baselli,it ITA,MF,Torino,it Serie A,27,1992,14.2,3,0,0,20,14,0,41,15,32,0,0,0,176,11,8,57.9,Matches
211,Chris Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,36.0,4,0,0,26,31,5,38,40,50,0,1,0,412,105,65,61.8,Matches
212,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,11.0,4,0,0,12,15,1,10,9,21,0,0,0,102,15,9,62.5,Matches
213,Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,20,1999,4.6,1,0,0,3,2,0,3,1,1,0,0,0,51,3,3,50.0,Matches
214,Gil Bastião Dias,pt POR,"DF,MF",Granada,es La Liga,22,1996,4.0,1,0,0,8,1,0,7,2,10,0,0,0,39,4,6,40.0,Matches
215,Gil Bastião Dias,pt POR,"DF,MF",Monaco,fr Ligue 1,22,1996,11.7,3,0,0,13,15,2,18,15,33,0,0,0,114,10,13,43.5,Matches
216,Borja Bastón,es ESP,"MF,FW",Aston Villa,eng Premier League,26,1992,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,25.0,Matches
217,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,20,1999,21.3,9,1,1,37,28,0,17,14,21,0,1,0,217,46,24,65.7,Matches
218,Bastos,ao ANG,DF,Lazio,it Serie A,28,1991,8.5,4,0,0,15,6,0,1,11,10,0,1,1,57,10,11,47.6,Matches
219,Oliver Batista-Meier,de GER,FW,Bayern Munich,de Bundesliga,18,2001,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
220,Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,25,1993,2.7,0,0,0,4,4,7,1,0,1,0,0,0,17,6,15,28.6,Matches
221,Cristian Battocchio,it ITA,MF,Brest,fr Ligue 1,27,1992,15.5,1,0,0,9,6,0,20,19,25,1,0,0,179,8,16,33.3,Matches
222,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,1990,30.0,1,0,0,0,8,0,0,0,0,0,0,0,204,0,0,,Matches
223,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,31,1988,19.9,4,0,0,30,32,1,5,13,29,0,0,0,208,20,18,52.6,Matches
224,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,19,1999,16.6,3,0,0,37,29,6,10,10,21,1,0,0,96,35,47,42.7,Matches
225,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,22,1996,4.2,1,0,0,2,12,0,9,4,2,1,0,0,32,13,18,41.9,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
226,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,de Bundesliga,25,1994,23.4,1,0,0,24,29,6,36,9,18,0,0,0,143,56,65,46.3,Matches
227,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,23,1996,24.6,8,0,0,44,27,1,3,30,45,0,2,0,180,56,24,70.0,Matches
228,Sheraldo Becker,nl NED,"MF,FW",Union Berlin,de Bundesliga,24,1995,6.0,1,0,0,9,5,3,19,2,2,0,0,0,33,3,12,20.0,Matches
229,Timo Becker,de GER,"DF,MF",Schalke 04,de Bundesliga,22,1997,3.7,0,0,0,2,2,0,6,2,5,0,0,0,32,6,8,42.9,Matches
230,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,23,1996,34.0,4,0,0,33,12,0,0,44,38,0,1,1,401,132,54,71.0,Matches
231,Asmir Begović,ba BIH,GK,Milan,it Serie A,32,1987,1.4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
232,Valon Behrami,ch SUI,MF,Genoa,it Serie A,34,1985,12.3,4,1,1,36,26,0,2,9,26,0,0,0,116,13,15,46.4,Matches
233,Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,16,2002,1.2,1,0,0,3,1,2,1,0,3,0,0,0,5,2,4,33.3,Matches
234,Gaëtan Belaud,fr FRA,DF,Brest,fr Ligue 1,32,1986,6.4,0,0,0,6,5,0,13,11,8,0,0,0,55,9,12,42.9,Matches
235,Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,27,1992,3.0,0,0,0,4,1,5,2,0,1,0,0,0,7,5,7,41.7,Matches
236,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,25,1994,20.2,4,0,0,30,33,1,3,35,42,0,0,0,169,15,31,32.6,Matches
237,Raoul Bellanova,it ITA,DF,Bordeaux,fr Ligue 1,19,2000,0.7,0,0,0,1,1,0,0,0,1,0,0,0,2,0,2,0.0,Matches
238,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,19,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
239,Karim Bellarabi,de GER,"FW,DF",Leverkusen,de Bundesliga,29,1990,15.8,2,0,0,22,14,6,67,8,11,1,0,0,103,2,7,22.2,Matches
240,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,21,1998,16.6,2,0,0,30,31,0,14,20,27,1,0,0,159,5,28,15.2,Matches
241,Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,24,1995,12.9,2,0,0,15,3,1,22,10,16,0,0,0,100,13,17,43.3,Matches
242,Andrea Belotti,it ITA,FW,Torino,it Serie A,25,1993,33.4,4,0,0,64,105,22,50,10,26,1,0,1,142,100,114,46.7,Matches
243,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,20,1999,20.3,2,1,0,12,11,1,6,11,24,0,1,0,166,8,31,20.5,Matches
244,Sami Ben Amar,ma MAR,FW,Nîmes,fr Ligue 1,21,1998,0.2,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,25.0,Matches
245,Hatem Ben Arfa,fr FRA,"MF,FW",Valladolid,es La Liga,32,1987,1.8,1,0,0,2,0,1,1,0,0,0,0,0,10,2,0,100.0,Matches
246,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,28,1990,24.0,1,0,0,10,17,7,24,6,15,1,0,0,125,11,43,20.4,Matches
247,Marco Benassi,it ITA,MF,Fiorentina,it Serie A,24,1994,10.9,1,0,0,23,6,0,12,4,10,0,0,0,75,5,16,23.8,Matches
248,Cristian Benavente,pe PER,"MF,FW",Nantes,fr Ligue 1,25,1994,3.9,0,0,0,5,4,0,10,2,8,0,0,0,23,2,14,12.5,Matches
249,Lars Bender,de GER,"DF,MF",Leverkusen,de Bundesliga,30,1989,15.3,3,0,0,17,11,1,19,18,32,0,0,0,160,28,32,46.7,Matches
250,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,30,1989,30.3,3,0,0,25,21,0,1,49,44,0,0,0,389,121,59,67.2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
251,Darío Benedetto,ar ARG,FW,Marseille,fr Ligue 1,33,1986,23.3,4,0,0,26,29,6,10,4,14,1,0,0,77,45,72,38.5,Matches
252,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,21,1997,10.0,3,0,0,14,24,1,24,13,9,0,0,0,86,9,9,50.0,Matches
253,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,26,1993,26.0,0,0,0,0,2,0,0,0,0,0,0,0,105,0,0,,Matches
254,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,27,1992,21.1,5,0,0,37,7,1,26,16,29,0,0,1,174,35,30,53.8,Matches
255,Bilal Benkhedim,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,2001,1.5,0,0,0,2,3,0,4,0,5,0,0,0,19,0,2,0.0,Matches
256,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,21,1997,27.6,14,0,0,48,37,0,9,46,60,0,2,0,369,25,26,49.0,Matches
257,Ryan Bennett,eng ENG,DF,Wolves,eng Premier League,29,1990,6.7,2,0,0,4,1,0,3,6,3,0,0,0,66,22,11,66.7,Matches
258,Ryan Bennett,eng ENG,DF,Leicester City,eng Premier League,29,1990,3.7,0,0,0,3,0,0,1,3,2,0,0,0,43,10,11,47.6,Matches
259,Keanen Bennetts,eng ENG,MF,M'Gladbach,de Bundesliga,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
260,Yassine Benrahou,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,20,1999,1.9,0,0,0,1,3,1,3,3,4,0,0,0,17,0,6,0.0,Matches
261,Yassine Benrahou,fr FRA,"MF,FW",Nîmes,fr Ligue 1,20,1999,8.5,1,0,0,9,27,1,22,3,5,0,0,0,61,2,11,15.4,Matches
262,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,24,1995,16.1,8,1,1,27,24,2,21,30,17,0,1,0,154,42,23,64.6,Matches
263,Nabil Bentaleb,dz ALG,MF,Newcastle Utd,eng Premier League,24,1994,8.3,2,0,0,19,5,0,2,10,23,0,0,0,109,15,10,60.0,Matches
264,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,22,1997,24.4,9,0,0,53,28,3,21,25,49,1,0,0,221,31,20,60.8,Matches
265,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,28,1990,14.0,4,1,0,25,20,12,8,6,5,0,0,0,55,118,101,53.9,Matches
266,Romario Benzar,ro ROU,DF,Lecce,it Serie A,27,1992,1.1,0,0,0,2,0,0,6,0,2,0,0,0,7,1,1,50.0,Matches
267,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,31,1987,34.9,0,0,0,21,15,27,26,11,13,0,0,0,126,28,48,36.8,Matches
268,Yassine Benzia,dz ALG,MF,Dijon,fr Ligue 1,24,1994,1.9,0,0,0,5,8,0,2,3,2,0,0,0,12,2,4,33.3,Matches
269,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,24,1994,27.7,6,1,0,56,64,7,48,38,23,0,0,0,193,20,25,44.4,Matches
270,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,29,1990,31.7,7,0,0,33,49,2,80,22,31,0,2,0,320,49,25,66.2,Matches
271,Álex Berenguer,es ESP,"MF,FW",Torino,it Serie A,24,1995,20.3,4,0,0,27,41,8,38,15,12,0,0,0,124,19,41,31.7,Matches
272,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,27,1992,26.7,10,0,0,34,21,1,31,23,33,0,0,1,250,37,29,56.1,Matches
273,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,28,1990,6.9,0,0,0,8,4,1,27,4,3,0,0,0,45,9,14,39.1,Matches
274,Markel Bergara,es ESP,MF,Getafe,es La Liga,33,1986,0.8,2,0,0,3,0,0,1,0,0,0,0,0,11,1,2,33.3,Matches
275,Sander Berge,no NOR,MF,Sheffield Utd,eng Premier League,21,1998,10.5,0,0,0,18,5,1,16,3,17,0,0,0,95,30,16,65.2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
276,Steven Bergwijn,nl NED,"FW,MF",Tottenham,eng Premier League,21,1997,7.8,2,0,0,7,10,0,9,5,4,1,0,0,71,6,8,42.9,Matches
277,Robert Berić,si SVN,"FW,MF",Saint-Étienne,fr Ligue 1,28,1991,4.6,0,0,0,8,5,7,7,2,2,0,0,0,18,5,14,26.3,Matches
278,Etrit Berisha,al ALB,GK,SPAL,it Serie A,30,1989,26.0,2,0,0,0,5,0,0,0,0,0,0,0,127,0,1,0.0,Matches
279,Valon Berisha,xk KVX,"MF,FW",Lazio,it Serie A,26,1993,0.4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0.0,Matches
280,Valon Berisha,xk KVX,"MF,FW",Düsseldorf,de Bundesliga,26,1993,10.5,1,0,0,12,7,1,9,7,15,0,0,0,61,6,14,30.0,Matches
281,Sergio Bermejo,es ESP,FW,Celta Vigo,es La Liga,21,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
282,Bernard,br BRA,"MF,FW",Everton,eng Premier League,26,1992,14.2,2,0,0,19,10,0,30,15,14,0,0,0,115,1,15,6.3,Matches
283,Federico Bernardeschi,it ITA,"MF,FW",Juventus,it Serie A,25,1994,17.5,6,0,0,31,24,5,28,6,7,0,0,0,99,6,5,54.5,Matches
284,Bernardo,br BRA,DF,Brighton,eng Premier League,24,1995,7.5,1,0,0,3,2,4,14,5,16,0,0,0,71,28,9,75.7,Matches
285,Paul Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,22,1997,24.5,0,0,0,0,5,0,0,0,0,0,0,0,108,0,0,,Matches
286,Juan Bernat,es ESP,"DF,MF",Paris S-G,fr Ligue 1,26,1993,15.4,5,0,0,18,16,0,31,8,21,1,0,0,118,10,25,28.6,Matches
287,Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,21,1998,2.2,0,1,0,1,0,0,0,0,1,0,0,0,16,0,0,,Matches
288,Andrea Bertolacci,it ITA,MF,Sampdoria,it Serie A,28,1991,5.9,3,0,0,8,13,0,4,3,5,1,0,0,57,8,7,53.3,Matches
289,Ryan Bertrand,eng ENG,DF,Southampton,eng Premier League,29,1989,30.5,3,1,0,27,32,1,81,26,28,0,0,0,274,65,54,54.6,Matches
290,Muhamed Bešić,ba BIH,MF,Sheffield Utd,eng Premier League,26,1992,2.8,2,0,0,6,2,0,1,2,6,0,0,0,28,5,5,50.0,Matches
291,Louis Beyer,de GER,DF,M'Gladbach,de Bundesliga,19,2000,1.2,1,0,0,2,2,0,1,1,4,0,0,0,5,1,5,16.7,Matches
292,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,29,1990,13.1,0,0,0,7,14,3,3,13,6,0,0,0,116,54,18,75.0,Matches
293,Pedro Bigas,es ESP,DF,Eibar,es La Liga,28,1990,19.7,2,0,0,9,19,2,12,16,14,0,1,0,249,65,38,63.1,Matches
294,Lucas Biglia,ar ARG,MF,Milan,it Serie A,33,1986,7.6,4,0,0,22,7,0,1,6,8,0,1,0,75,14,6,70.0,Matches
295,El Bilal Touré,ml MLI,FW,Reims,fr Ligue 1,17,2001,5.0,2,0,0,6,5,3,3,0,3,1,0,0,12,10,20,33.3,Matches
296,Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,23,1996,28.1,8,0,0,38,23,2,18,39,46,0,0,0,321,107,66,61.8,Matches
297,Cristiano Biraghi,it ITA,"DF,MF",Inter,it Serie A,26,1992,17.5,3,0,0,22,22,3,83,7,14,0,0,0,93,4,14,22.2,Matches
298,Davide Biraschi,it ITA,DF,Genoa,it Serie A,25,1994,21.9,3,1,0,29,25,0,22,20,31,1,0,1,197,40,18,69.0,Matches
299,Valter Birsa,si SVN,MF,Cagliari,it Serie A,32,1986,4.8,1,0,0,6,2,0,5,1,8,0,0,0,49,2,2,50.0,Matches
300,Dimitri Bisoli,it ITA,MF,Brescia,it Serie A,25,1994,23.9,6,0,0,37,46,6,50,18,48,0,0,0,212,33,35,48.5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
301,Yves Bissouma,ml MLI,MF,Brighton,eng Premier League,22,1996,14.0,4,0,0,31,15,0,6,16,36,0,0,0,157,17,11,60.7,Matches
302,Leonardo Bittencourt,de GER,FW,Hoffenheim,de Bundesliga,25,1993,0.0,1,0,0,1,2,1,0,0,0,0,0,0,2,0,0,,Matches
303,Leonardo Bittencourt,de GER,"FW,MF",Werder Bremen,de Bundesliga,25,1993,21.0,6,0,0,52,50,11,56,18,34,0,0,0,134,16,41,28.1,Matches
304,Birkir Bjarnason,is ISL,"MF,FW",Brescia,it Serie A,31,1988,8.9,1,0,0,16,18,1,10,6,5,0,0,0,60,9,5,64.3,Matches
305,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,24,1995,32.9,4,0,0,1,4,0,0,0,0,0,1,0,135,0,0,,Matches
306,Ludovic Blas,fr FRA,"FW,MF",Nantes,fr Ligue 1,21,1997,20.5,0,0,0,26,27,1,12,12,15,0,0,0,142,20,39,33.9,Matches
307,Pablo de Blasis,ar ARG,"DF,MF",Eibar,es La Liga,31,1988,17.8,1,0,0,17,13,1,64,16,30,0,1,0,180,22,45,32.8,Matches
308,Alejandro Blesa,es ESP,MF,Levante,es La Liga,17,2002,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0,Matches
309,Alexis Blin,fr FRA,MF,Amiens,fr Ligue 1,22,1996,20.5,4,0,0,32,27,1,8,18,43,0,0,0,251,37,35,51.4,Matches
310,Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,30,1988,20.0,5,1,0,18,6,0,5,17,13,0,1,0,242,41,14,74.5,Matches
311,Kevin-Prince Boateng,gh GHA,FW,Fiorentina,it Serie A,32,1987,6.7,2,0,0,12,21,4,3,3,2,0,0,0,25,21,38,35.6,Matches
312,Antonin Bobichon,fr FRA,MF,Nîmes,fr Ligue 1,23,1995,2.0,0,0,0,4,1,0,6,1,2,0,0,0,16,1,1,50.0,Matches
313,Antonin Bobichon,fr FRA,MF,Angers,fr Ligue 1,23,1995,7.2,0,0,0,10,6,1,6,1,7,0,0,0,45,3,15,16.7,Matches
314,Salvatore Bocchetti,it ITA,DF,Hellas Verona,it Serie A,32,1986,3.4,2,0,0,5,2,1,1,6,2,0,0,0,40,15,3,83.3,Matches
315,Mathieu Bodmer,fr FRA,MF,Amiens,fr Ligue 1,36,1982,1.0,1,0,0,5,0,1,1,1,0,0,0,0,9,6,6,50.0,Matches
316,Adam Bodzek,de GER,MF,Düsseldorf,de Bundesliga,33,1985,22.4,10,0,0,32,32,0,3,21,28,0,1,0,230,31,23,57.4,Matches
317,Jean-Paul Boëtius,nl NED,MF,Mainz 05,de Bundesliga,25,1994,25.2,5,0,0,48,59,0,15,24,45,0,0,0,244,13,38,25.5,Matches
318,Sacha Boey,fr FRA,DF,Rennes,fr Ligue 1,18,2000,1.9,1,0,0,2,4,0,2,3,5,1,0,0,11,1,0,100.0,Matches
319,Jeremie Boga,ci CIV,FW,Sassuolo,it Serie A,22,1997,27.9,0,0,0,15,56,10,35,5,17,1,2,0,136,5,12,29.4,Matches
320,Melayro Bogarde,nl NED,DF,Hoffenheim,de Bundesliga,17,2002,0.6,1,0,0,2,1,0,1,0,2,0,0,0,2,1,1,50.0,Matches
321,Quentin Boisgard,fr FRA,"MF,FW",Toulouse,fr Ligue 1,22,1997,12.7,1,0,0,17,26,0,14,15,23,0,0,0,145,13,18,41.9,Matches
322,Willy Boly,fr FRA,DF,Wolves,eng Premier League,28,1991,22.0,3,1,1,24,8,1,0,21,40,0,0,0,218,73,27,73.0,Matches
